opp_id,account_id,deal_name,stage,amount,close_date,probability,next_step
OPP-00256,SF-00124,Integrate Dot-Com Technologies,Closed Lost,258213.93,2026-03-28,0,
OPP-00257,SF-00124,Visualize Transparent Web Services,Qualification,84601.9,2026-03-28,25,Lot course admit.
OPP-00258,SF-00125,Matrix Dynamic Eyeballs,Proposal,272436.86,2026-03-28,50,Group air although.
OPP-00259,SF-00125,Generate Real-Time Web Services,Qualification,68953.93,2026-03-28,25,Hope our season sport major.
OPP-00260,SF-00126,Architect Killer E-Commerce,Prospecting,109134.93,2026-03-28,10,Indicate short or.
OPP-00261,SF-00126,Monetize Visionary Channels,Proposal,70859.95,2026-03-28,50,Put often product church billion form off official.
OPP-00262,SF-00127,Deliver Synergistic Niches,Proposal,132886.1,2026-03-28,50,Save both memory it page produce piece.
OPP-00263,SF-00128,Monetize Compelling Channels,Closed Won,372515.91,2026-03-28,100,
OPP-00264,SF-00128,Architect Killer Paradigms,Prospecting,407733.95,2026-03-28,10,Few Mrs rock story only.
OPP-00265,SF-00128,Empower Dynamic Paradigms,Negotiation,340412.07,2026-03-28,75,Now father policy itself in report manage.
OPP-00266,SF-00129,Maximize Wireless Initiatives,Proposal,99360.53,2026-03-28,50,Seek them pull station job.
OPP-00267,SF-00130,Utilize B2C Web Services,Closed Won,63768.32,2026-03-28,100,
OPP-00268,SF-00131,Empower Extensible Web-Readiness,Prospecting,176506.01,2026-03-28,10,Nor court he report marriage let.
OPP-00269,SF-00131,Engage End-To-End Eyeballs,Closed Won,358658.73,2026-03-28,100,
OPP-00270,SF-00132,Drive Innovative E-Tailers,Proposal,131622.69,2026-03-28,50,Thousand positive sense write.
OPP-00271,SF-00133,Monetize Clicks-And-Mortar Deliverables,Closed Won,392110.96,2026-03-28,100,
OPP-00272,SF-00134,Morph Transparent Systems,Closed Lost,295389.91,2026-03-28,0,
OPP-00273,SF-00135,Envisioneer Leading-Edge Roi,Qualification,56096.98,2026-03-28,25,Hold give south compare.
OPP-00274,SF-00136,Evolve Leading-Edge Eyeballs,Negotiation,35808.04,2026-03-28,75,Member son none much factor little tax.
OPP-00275,SF-00136,Optimize Best-Of-Breed Functionalities,Closed Won,328258.92,2026-03-28,100,
OPP-00276,SF-00136,Optimize Cross-Platform Infrastructures,Proposal,85685.44,2026-03-28,50,Finish drive wife perform long voice rate.
OPP-00277,SF-00137,Engage B2C Markets,Prospecting,201914.19,2026-03-28,10,Travel by seven save catch.
OPP-00278,SF-00137,Deploy Web-Enabled Roi,Closed Lost,208681.62,2026-03-28,0,
OPP-00279,SF-00138,Repurpose Next-Generation Functionalities,Qualification,41400.34,2026-03-28,25,Political instead democratic finally week surface young.
OPP-00280,SF-00138,Extend Strategic Platforms,Negotiation,250060.49,2026-03-28,75,Building relationship on finish particular shoulder.
OPP-00281,SF-00138,Iterate Sticky Methodologies,Closed Won,240824.14,2026-03-28,100,
OPP-00282,SF-00139,Engage Scalable Systems,Qualification,394074.46,2026-03-28,25,Thank outside anyone apply less doctor officer.
OPP-00283,SF-00139,Re-Intermediate Frictionless Roi,Closed Lost,185735.13,2026-03-28,0,
OPP-00284,SF-00139,Orchestrate 24/7 Functionalities,Closed Lost,319558.05,2026-03-28,0,
OPP-00285,SF-00140,Aggregate Real-Time Methodologies,Closed Won,393994.21,2026-03-28,100,
OPP-00286,SF-00140,Monetize 24/7 Bandwidth,Closed Won,394656.09,2026-03-28,100,
OPP-00287,SF-00140,Transform Web-Enabled Channels,Closed Won,194932.14,2026-03-28,100,
OPP-00288,SF-00141,Evolve Synergistic Paradigms,Closed Won,384532.25,2026-03-28,100,
OPP-00289,SF-00141,Transform Ubiquitous Models,Closed Won,39971.79,2026-03-28,100,
OPP-00290,SF-00142,Embrace Distributed Applications,Negotiation,250795.44,2026-03-28,75,Law strategy laugh street morning enough everyone.
OPP-00291,SF-00142,Drive Transparent Web Services,Proposal,148855.13,2026-03-28,50,When its Democrat security build decade beyond.
OPP-00292,SF-00143,Enhance Seamless Models,Closed Won,421724.02,2026-03-28,100,
OPP-00293,SF-00143,Incubate Robust Paradigms,Closed Won,42015.76,2026-03-28,100,
OPP-00294,SF-00144,Synergize Wireless E-Tailers,Qualification,134299.92,2026-03-28,25,Mouth force military professor soldier along.
OPP-00295,SF-00144,Matrix Holistic E-Tailers,Prospecting,239279.6,2026-03-28,10,Move control answer everyone action.
OPP-00296,SF-00144,Architect End-To-End E-Markets,Qualification,110204.12,2026-03-28,25,Cup grow charge ground order challenge.
OPP-00297,SF-00145,Monetize Granular Web Services,Negotiation,81991.95,2026-03-28,75,Middle wind stay time behavior range investment.
OPP-00298,SF-00146,Transform Dynamic E-Tailers,Qualification,122445.41,2026-03-28,25,Thought manager commercial.
OPP-00299,SF-00146,Enable B2B Mindshare,Proposal,14247.03,2026-03-28,50,Give unit group someone relate young chair.
OPP-00300,SF-00147,Exploit Leading-Edge Channels,Closed Won,484074.07,2026-03-28,100,
OPP-00301,SF-00148,Benchmark Dynamic Metrics,Proposal,131797.05,2026-03-28,50,Choice bill ahead our join beat college.
OPP-00302,SF-00148,Engage World-Class Methodologies,Closed Won,181255.68,2026-03-28,100,
OPP-00303,SF-00149,Enhance Efficient Convergence,Closed Won,327524.88,2026-03-28,100,
OPP-00304,SF-00150,Leverage One-To-One Technologies,Negotiation,318153.55,2026-03-28,75,Thank baby resource around return get.
OPP-00305,SF-00150,Extend Efficient Roi,Negotiation,168573.06,2026-03-28,75,Trial seek small bit.
OPP-00306,SF-00151,Incubate Killer Architectures,Proposal,345420.88,2026-03-28,50,Boy glass follow everyone reality imagine.
OPP-00307,SF-00151,Seize Wireless Architectures,Qualification,396892.03,2026-03-28,25,Perform cover role heavy.
OPP-00308,SF-00152,Drive Cross-Platform Bandwidth,Negotiation,89809.92,2026-03-28,75,Low who organization.
OPP-00309,SF-00152,Reinvent Clicks-And-Mortar Markets,Closed Lost,139989.41,2026-03-28,0,
OPP-00310,SF-00153,Utilize Virtual Infrastructures,Qualification,391504.69,2026-03-28,25,Shoulder responsibility live none worry character.
OPP-00311,SF-00153,Brand Next-Generation Bandwidth,Prospecting,217763.75,2026-03-28,10,Unit listen network Democrat.
OPP-00312,SF-00153,Synthesize Mission-Critical E-Tailers,Qualification,277043.3,2026-03-28,25,Situation something plan.
OPP-00313,SF-00154,Benchmark Revolutionary Infrastructures,Negotiation,124604.46,2026-03-28,75,Major physical site early heart condition shoulder.
OPP-00314,SF-00155,Embrace B2C Methodologies,Negotiation,135116.03,2026-03-28,75,Station back poor wrong without.
OPP-00315,SF-00155,Deploy Granular Portals,Closed Won,146672.5,2026-03-28,100,
OPP-00316,SF-00155,Incentivize End-To-End Solutions,Prospecting,12606.52,2026-03-28,10,Language pick student relationship.
OPP-00317,SF-00156,Revolutionize Best-Of-Breed Platforms,Qualification,285715.2,2026-03-28,25,Let wind question will mission.
OPP-00318,SF-00157,Deliver Web-Enabled Interfaces,Prospecting,320260.59,2026-03-28,10,Person maintain message decide expect past.
OPP-00319,SF-00157,Synergize Distributed Bandwidth,Closed Won,336347.42,2026-03-28,100,
OPP-00320,SF-00157,Disintermediate Interactive E-Commerce,Prospecting,305309.85,2026-03-28,10,Range sort range finish accept future.
OPP-00321,SF-00158,Harness Sticky E-Markets,Prospecting,350564.22,2026-03-28,10,But dinner picture under indicate within difficult responsibility.
OPP-00322,SF-00159,Transition Strategic Solutions,Qualification,35757.3,2026-03-28,25,Past matter and hospital beautiful beautiful.
OPP-00323,SF-00160,Synergize Viral Initiatives,Proposal,435115.1,2026-03-28,50,Tree wait address light side attack scene.
OPP-00324,SF-00160,Productize Strategic Platforms,Qualification,223637.04,2026-03-28,25,Strategy sing think condition.
OPP-00325,SF-00161,Deliver Global Models,Negotiation,35020.98,2026-03-28,75,Evidence happen particular three his.
OPP-00326,SF-00161,Engage Virtual Methodologies,Closed Won,398503.3,2026-03-28,100,
OPP-00327,SF-00162,Exploit Open-Source Synergies,Negotiation,140180.59,2026-03-28,75,Phone issue door and water.
OPP-00328,SF-00163,Redefine Cross-Media Partnerships,Proposal,168378.1,2026-03-28,50,Thank responsibility computer will.
OPP-00329,SF-00163,Synthesize Next-Generation Experiences,Closed Won,305526.08,2026-03-28,100,
OPP-00330,SF-00164,Innovate Back-End Infrastructures,Prospecting,343338.4,2026-03-28,10,Recent teacher administration language.
OPP-00331,SF-00164,Integrate E-Business Functionalities,Proposal,15020.02,2026-03-28,50,Industry develop better scientist place line.
OPP-00332,SF-00165,Repurpose Virtual Eyeballs,Qualification,318606.95,2026-03-28,25,Soon could program matter finally through chance.
OPP-00333,SF-00166,Engage Scalable E-Markets,Qualification,258393.24,2026-03-28,25,Fear already whether there catch total deep.
OPP-00334,SF-00166,Unleash 24/7 Relationships,Closed Won,32877.08,2026-03-28,100,
OPP-00335,SF-00167,Mesh Granular Relationships,Proposal,352498.48,2026-03-28,50,Outside believe over bad thought happen.
OPP-00336,SF-00168,Optimize Innovative Experiences,Negotiation,250030.12,2026-03-28,75,Air bag understand four pick.
OPP-00337,SF-00169,Generate Magnetic Content,Closed Lost,170185.89,2026-03-28,0,
OPP-00338,SF-00169,Whiteboard Global Portals,Qualification,173098.67,2026-03-28,25,Production attack front hit cover guess final.
OPP-00339,SF-00169,Aggregate Vertical Systems,Closed Won,171818.24,2026-03-28,100,
OPP-00340,SF-00170,E-Enable Intuitive Infrastructures,Qualification,7060.72,2026-03-28,25,Write far piece officer.
OPP-00341,SF-00170,Integrate Intuitive Eyeballs,Qualification,410476.99,2026-03-28,25,Case ten rate party view since management.
OPP-00342,SF-00171,Optimize Visionary Portals,Qualification,440985.07,2026-03-28,25,Fight movie red including western ground.
OPP-00343,SF-00171,Grow Plug-And-Play Schemas,Closed Won,46784.24,2026-03-28,100,
OPP-00344,SF-00171,Aggregate Frictionless Partnerships,Proposal,271321.19,2026-03-28,50,Season laugh data relationship chance firm it.
OPP-00345,SF-00172,Exploit Impactful Relationships,Prospecting,124042.78,2026-03-28,10,State particularly foreign light quickly shake.
OPP-00346,SF-00172,Enhance Magnetic Supply-Chains,Prospecting,36595.05,2026-03-28,10,Could fill between.
OPP-00347,SF-00173,Enhance Visionary Channels,Closed Won,145494.16,2026-03-28,100,
OPP-00348,SF-00173,Enable B2B Solutions,Proposal,246122.6,2026-03-28,50,Either source performance arm keep.
OPP-00349,SF-00174,Architect Value-Added Synergies,Prospecting,126516.0,2026-03-28,10,Window different challenge table policy event third.
OPP-00350,SF-00175,Envisioneer Customized Markets,Proposal,442796.26,2026-03-28,50,Front someone more animal life conference.
OPP-00351,SF-00176,Enhance Scalable Networks,Qualification,125430.2,2026-03-28,25,Million class current structure soldier cell because.
OPP-00352,SF-00176,Repurpose Frictionless Deliverables,Proposal,496027.58,2026-03-28,50,Simple democratic charge any.
OPP-00353,SF-00177,Strategize Front-End Convergence,Qualification,301524.66,2026-03-28,25,Approach method leader kid prepare water.
OPP-00354,SF-00178,Streamline Extensible Markets,Negotiation,119966.22,2026-03-28,75,Start cold energy people.
OPP-00355,SF-00179,Repurpose Granular E-Business,Prospecting,239521.19,2026-03-28,10,This difficult practice bag well something.
OPP-00356,SF-00180,Unleash Cross-Platform Systems,Proposal,428207.17,2026-03-28,50,Campaign win about daughter country heavy.
OPP-00357,SF-00181,Utilize Integrated Systems,Closed Lost,423153.03,2026-03-28,0,
OPP-00358,SF-00182,Facilitate Revolutionary Deliverables,Negotiation,342985.93,2026-03-28,75,Administration each career billion.
OPP-00359,SF-00182,Reinvent End-To-End Networks,Qualification,408877.57,2026-03-28,25,Group year billion body off rich.
OPP-00360,SF-00183,Mesh Sticky Communities,Prospecting,206050.62,2026-03-28,10,Between skill heavy must I anything her foot.
OPP-00361,SF-00183,Deploy Intuitive E-Tailers,Closed Lost,408056.55,2026-03-28,0,
OPP-00362,SF-00183,Transform Real-Time Mindshare,Qualification,443033.32,2026-03-28,25,Moment stock material like available air ok.
OPP-00363,SF-00184,Implement Customized Functionalities,Prospecting,482833.51,2026-03-28,10,Year hair loss beat page involve.
OPP-00364,SF-00185,Re-Intermediate Innovative Convergence,Proposal,375657.03,2026-03-28,50,Pressure smile per admit action soon into.
OPP-00365,SF-00186,Syndicate Bleeding-Edge E-Services,Proposal,404618.99,2026-03-28,50,Lay particular smile sing various together sign.
OPP-00366,SF-00187,Strategize World-Class Info-Mediaries,Prospecting,229186.99,2026-03-28,10,Politics from identify fund those.
OPP-00367,SF-00187,Visualize Viral Relationships,Qualification,209110.12,2026-03-28,25,Far financial develop song recently choice trip.
OPP-00368,SF-00187,Transform Dot-Com Eyeballs,Closed Won,489653.26,2026-03-28,100,
OPP-00369,SF-00188,Evolve Next-Generation Mindshare,Qualification,436916.36,2026-03-28,25,Cost both technology draw hair investment.
OPP-00370,SF-00188,Grow Virtual Paradigms,Closed Won,146937.8,2026-03-28,100,
OPP-00371,SF-00188,Expedite Plug-And-Play Web Services,Proposal,333674.25,2026-03-28,50,Current example mention ball.
OPP-00372,SF-00189,Utilize Leading-Edge Partnerships,Closed Won,29692.85,2026-03-28,100,
OPP-00373,SF-00190,Transform Global Portals,Negotiation,325133.17,2026-03-28,75,Us idea decade arrive occur direction occur oil.
OPP-00374,SF-00191,Redefine 24/365 E-Services,Proposal,261423.97,2026-03-28,50,City authority charge decade part purpose support among.
OPP-00375,SF-00191,Generate Back-End Paradigms,Negotiation,411661.38,2026-03-28,75,Seek before his number.
OPP-00376,SF-00192,Transition Global Paradigms,Proposal,373211.84,2026-03-28,50,Country show president daughter.
OPP-00377,SF-00192,Orchestrate Frictionless Users,Proposal,355898.25,2026-03-28,50,Offer reduce behind product clear face call.
OPP-00378,SF-00192,Synergize Cross-Platform Synergies,Closed Won,281242.41,2026-03-28,100,
OPP-00379,SF-00193,Generate Bricks-And-Clicks Relationships,Closed Won,365070.7,2026-03-28,100,
OPP-00380,SF-00193,Benchmark Clicks-And-Mortar E-Tailers,Closed Won,114155.63,2026-03-28,100,
OPP-00381,SF-00194,Facilitate Compelling Content,Closed Won,297894.04,2026-03-28,100,
OPP-00382,SF-00194,Target Compelling Relationships,Prospecting,428105.32,2026-03-28,10,Family early listen culture spend pay.
OPP-00383,SF-00195,Embrace E-Business Eyeballs,Prospecting,19120.24,2026-03-28,10,Which lawyer across several.
OPP-00384,SF-00196,Aggregate Dynamic Bandwidth,Proposal,23000.02,2026-03-28,50,Economy blue south film.
OPP-00385,SF-00196,E-Enable Visionary Schemas,Qualification,439120.13,2026-03-28,25,Machine parent between lose.
OPP-00386,SF-00197,Exploit Holistic Portals,Proposal,31427.96,2026-03-28,50,Yeah firm authority least specific.
OPP-00387,SF-00197,Monetize End-To-End Relationships,Negotiation,220661.85,2026-03-28,75,Analysis next item practice.
OPP-00388,SF-00197,Engage Visionary Partnerships,Proposal,474740.52,2026-03-28,50,Number there stand employee.
OPP-00389,SF-00198,Re-Contextualize Plug-And-Play E-Business,Qualification,359238.2,2026-03-28,25,Amount seat tax pattern right go front.
OPP-00390,SF-00198,Incentivize B2C Schemas,Closed Won,477600.46,2026-03-28,100,
OPP-00391,SF-00199,Deploy Transparent Interfaces,Proposal,185337.76,2026-03-28,50,Question account news perform important realize speech.
OPP-00392,SF-00200,Revolutionize Cross-Platform Vortals,Prospecting,440900.3,2026-03-28,10,Happy describe occur trade charge wide key or.
OPP-00393,SF-00200,Deploy Extensible Architectures,Prospecting,185774.59,2026-03-28,10,Relate great idea contain.
OPP-00394,SF-00200,Deliver World-Class Vortals,Qualification,324568.6,2026-03-28,25,Position far safe similar feel.
OPP-00395,SF-00201,Benchmark Value-Added Schemas,Closed Won,320039.41,2026-03-28,100,
OPP-00396,SF-00201,Syndicate Cutting-Edge Users,Prospecting,341439.44,2026-03-28,10,Sister message which walk yet style better.
OPP-00397,SF-00202,Scale B2B Schemas,Closed Lost,258388.93,2026-03-28,0,
OPP-00398,SF-00202,Monetize Proactive Interfaces,Proposal,228053.52,2026-03-28,50,Response from write rather sort.
OPP-00399,SF-00203,Synthesize Scalable Networks,Closed Lost,88823.57,2026-03-28,0,
OPP-00400,SF-00204,Transform Ubiquitous Bandwidth,Closed Won,83015.72,2026-03-28,100,
OPP-00401,SF-00204,Whiteboard Proactive Communities,Proposal,58094.95,2026-03-28,50,Real thank pay page claim.
OPP-00402,SF-00205,Transition User-Centric Channels,Prospecting,446966.44,2026-03-28,10,True summer final worry agree.
OPP-00403,SF-00205,Target End-To-End Channels,Qualification,41026.35,2026-03-28,25,Learn few sport difference goal.
OPP-00404,SF-00205,Deploy Vertical Vortals,Proposal,403178.15,2026-03-28,50,Artist central cut around huge nothing common.
OPP-00405,SF-00206,Synergize Dot-Com Roi,Closed Won,263806.09,2026-03-28,100,
OPP-00406,SF-00206,Implement One-To-One Systems,Negotiation,375036.54,2026-03-28,75,Word left about bring price begin.
OPP-00407,SF-00207,Expedite Seamless Applications,Closed Lost,322538.83,2026-03-28,0,
OPP-00408,SF-00207,Integrate Synergistic Infrastructures,Prospecting,360157.95,2026-03-28,10,Minute military mission candidate health suddenly.
OPP-00409,SF-00207,Matrix Viral Markets,Closed Won,395355.02,2026-03-28,100,
OPP-00410,SF-00208,Engineer 24/7 Experiences,Negotiation,13349.37,2026-03-28,75,Everybody involve not also.
OPP-00411,SF-00208,Seize Visionary Solutions,Prospecting,54584.32,2026-03-28,10,Director Mrs because hear.
OPP-00412,SF-00208,Morph End-To-End Deliverables,Closed Won,281557.88,2026-03-28,100,
OPP-00413,SF-00209,Aggregate Dynamic Architectures,Proposal,322275.71,2026-03-28,50,Chance site land run artist religious size.
OPP-00414,SF-00209,Utilize Rich Functionalities,Negotiation,341833.44,2026-03-28,75,Finally church approach total car become management goal.
OPP-00415,SF-00210,Strategize Dot-Com Solutions,Negotiation,98723.13,2026-03-28,75,Board expert animal prevent.
OPP-00416,SF-00210,Cultivate Integrated Web Services,Closed Won,322495.23,2026-03-28,100,
OPP-00417,SF-00210,Morph Interactive Interfaces,Closed Lost,135810.83,2026-03-28,0,
OPP-00418,SF-00211,Mesh Out-Of-The-Box E-Services,Qualification,255292.47,2026-03-28,25,Interest by authority strong them either.
OPP-00419,SF-00212,Innovate Strategic Synergies,Prospecting,461576.55,2026-03-28,10,Student floor not hour knowledge situation indicate.
OPP-00420,SF-00212,Incubate Strategic Communities,Closed Won,291766.67,2026-03-28,100,
OPP-00421,SF-00213,Orchestrate Integrated Schemas,Qualification,461932.06,2026-03-28,25,Real sense why especially.
OPP-00422,SF-00214,Cultivate Front-End Paradigms,Qualification,273179.2,2026-03-28,25,Technology foreign onto go develop.
OPP-00423,SF-00214,Syndicate Distributed E-Markets,Proposal,327084.22,2026-03-28,50,Car minute federal court prevent ball.
OPP-00424,SF-00215,Unleash World-Class E-Markets,Prospecting,193801.57,2026-03-28,10,Year war actually different which the fund strategy.
OPP-00425,SF-00215,Brand Back-End E-Markets,Closed Lost,343983.08,2026-03-28,0,
OPP-00426,SF-00215,Productize Front-End Deliverables,Closed Won,472856.0,2026-03-28,100,
OPP-00427,SF-00216,Enable B2C Users,Proposal,94779.47,2026-03-28,50,Feeling lose player three.
OPP-00428,SF-00217,Leverage Turn-Key Metrics,Prospecting,153076.65,2026-03-28,10,Former forget benefit seven religious strong heavy rise.
OPP-00429,SF-00217,Empower Scalable Synergies,Negotiation,166956.62,2026-03-28,75,Hospital our level.
OPP-00430,SF-00218,Transition Sticky Partnerships,Negotiation,356397.68,2026-03-28,75,Surface rather sea chair.
OPP-00431,SF-00218,Cultivate Scalable Convergence,Closed Lost,325878.02,2026-03-28,0,
OPP-00432,SF-00219,Implement Bleeding-Edge Applications,Negotiation,324639.38,2026-03-28,75,Act seat pass seat speak also federal.
OPP-00433,SF-00220,Optimize Granular Platforms,Qualification,487455.58,2026-03-28,25,Provide none lose give coach test machine article.
OPP-00434,SF-00220,Architect Bricks-And-Clicks E-Business,Proposal,238259.99,2026-03-28,50,Son face lawyer program better capital what tax.
OPP-00435,SF-00221,Implement Value-Added Info-Mediaries,Qualification,41333.1,2026-03-28,25,Bit few about.
OPP-00436,SF-00221,Incubate Seamless Systems,Closed Won,50108.47,2026-03-28,100,
OPP-00437,SF-00222,Enhance Integrated Platforms,Negotiation,409472.35,2026-03-28,75,Return film almost international.
OPP-00438,SF-00222,Embrace Viral Info-Mediaries,Proposal,408356.8,2026-03-28,50,Consider accept usually make and true range.
OPP-00439,SF-00222,Enable Wireless Action-Items,Negotiation,48537.16,2026-03-28,75,Show near myself opportunity smile game.
OPP-00440,SF-00223,Optimize Cutting-Edge Metrics,Negotiation,464302.23,2026-03-28,75,Lose among create writer myself network.
OPP-00441,SF-00223,Seize Clicks-And-Mortar Schemas,Qualification,304983.85,2026-03-28,25,Quickly allow sometimes be light.
OPP-00442,SF-00224,Evolve Enterprise Markets,Qualification,141889.97,2026-03-28,25,Ago center before cost end difference.
OPP-00443,SF-00225,Deliver User-Centric Mindshare,Proposal,428743.88,2026-03-28,50,Loss difficult whose lot.
OPP-00444,SF-00226,Expedite Holistic Applications,Qualification,338413.71,2026-03-28,25,North money information talk front produce all.
OPP-00445,SF-00227,Leverage Dynamic E-Tailers,Qualification,86212.17,2026-03-28,25,Bank year standard sometimes worry individual treatment prepare.
OPP-00446,SF-00227,Unleash Compelling Web-Readiness,Negotiation,344149.86,2026-03-28,75,New effort trial nature.
OPP-00447,SF-00228,Revolutionize Sticky Solutions,Closed Won,343984.27,2026-03-28,100,
OPP-00448,SF-00229,Scale Mission-Critical Channels,Proposal,106943.17,2026-03-28,50,Artist picture resource technology culture.
OPP-00449,SF-00229,Matrix Seamless Applications,Closed Won,406910.74,2026-03-28,100,
OPP-00450,SF-00230,Transform Front-End Bandwidth,Proposal,236151.51,2026-03-28,50,Fight your process woman.
OPP-00451,SF-00230,Evolve Next-Generation Initiatives,Closed Won,271109.47,2026-03-28,100,
OPP-00452,SF-00231,Morph Ubiquitous Systems,Closed Lost,381801.87,2026-03-28,0,
OPP-00453,SF-00232,Aggregate Enterprise Platforms,Negotiation,98737.44,2026-03-28,75,Weight face fish toward mouth.
OPP-00454,SF-00232,Synthesize Intuitive Experiences,Prospecting,362462.65,2026-03-28,10,Future opportunity respond what.
OPP-00455,SF-00232,Architect Best-Of-Breed Portals,Proposal,114995.35,2026-03-28,50,Herself field side cold.
OPP-00456,SF-00233,Empower Global Info-Mediaries,Qualification,397050.59,2026-03-28,25,Hair will stop identify hand approach.
OPP-00457,SF-00234,Revolutionize Interactive E-Markets,Negotiation,263137.37,2026-03-28,75,Color election difficult music price.
OPP-00458,SF-00234,Cultivate Open-Source Bandwidth,Qualification,295295.49,2026-03-28,25,Head interesting in nothing.
OPP-00459,SF-00234,Envisioneer End-To-End Supply-Chains,Negotiation,107232.88,2026-03-28,75,End bag husband long.
OPP-00460,SF-00235,Synthesize Sticky Infrastructures,Qualification,254086.27,2026-03-28,25,Floor drive road information way imagine student.
OPP-00461,SF-00235,Visualize Strategic Solutions,Negotiation,306037.15,2026-03-28,75,Congress sound ten news.
OPP-00462,SF-00236,Harness Sticky Architectures,Proposal,120706.48,2026-03-28,50,Card senior couple sport.
OPP-00463,SF-00237,Engineer Dynamic Paradigms,Closed Lost,357379.37,2026-03-28,0,
OPP-00464,SF-00237,Brand Cross-Media Deliverables,Closed Lost,143354.18,2026-03-28,0,
OPP-00465,SF-00237,Orchestrate Bleeding-Edge Synergies,Closed Won,301154.22,2026-03-28,100,
OPP-00466,SF-00238,Engage Next-Generation Applications,Qualification,489944.1,2026-03-28,25,Fish possible instead the throughout question.
OPP-00467,SF-00238,Innovate Strategic Niches,Prospecting,452892.63,2026-03-28,10,Among near our where significant as success.
OPP-00468,SF-00239,Drive Cutting-Edge Solutions,Closed Won,30723.5,2026-03-28,100,
OPP-00469,SF-00239,Synergize Cross-Platform E-Markets,Negotiation,146284.53,2026-03-28,75,Player idea him sign conference or up.
OPP-00470,SF-00239,Orchestrate Granular Systems,Prospecting,311428.32,2026-03-28,10,Account popular explain whole somebody three.
OPP-00471,SF-00240,Redefine Synergistic Users,Closed Won,174863.57,2026-03-28,100,
OPP-00472,SF-00241,Iterate Seamless Applications,Qualification,101242.04,2026-03-28,25,Thought face high successful.
OPP-00473,SF-00241,Seize Viral Convergence,Closed Won,394165.41,2026-03-28,100,
OPP-00474,SF-00242,Revolutionize Cross-Platform Synergies,Proposal,268436.01,2026-03-28,50,American deal perhaps employee spring.
OPP-00475,SF-00242,Transition Leading-Edge Synergies,Closed Won,330117.31,2026-03-28,100,
OPP-00476,SF-00243,Evolve Seamless Solutions,Negotiation,411103.72,2026-03-28,75,Decision voice above every.
OPP-00477,SF-00243,Target Front-End Convergence,Qualification,259856.89,2026-03-28,25,Environment production PM but stop.
OPP-00478,SF-00244,Visualize Out-Of-The-Box Models,Closed Won,421286.18,2026-03-28,100,
OPP-00479,SF-00244,Repurpose Out-Of-The-Box Applications,Closed Won,294507.34,2026-03-28,100,
OPP-00480,SF-00244,Leverage Leading-Edge Content,Closed Won,348456.0,2026-03-28,100,
OPP-00481,SF-00245,Incentivize Global Convergence,Closed Won,41880.27,2026-03-28,100,
OPP-00482,SF-00246,Reinvent Rich Experiences,Closed Won,245272.04,2026-03-28,100,
OPP-00483,SF-00247,Exploit Magnetic Metrics,Closed Won,37336.94,2026-03-28,100,
OPP-00484,SF-00248,Productize Scalable Interfaces,Prospecting,309098.96,2026-03-28,10,Important floor enter no guess development.
OPP-00485,SF-00248,Brand Cutting-Edge Systems,Closed Won,238107.21,2026-03-28,100,
OPP-00486,SF-00248,Morph Scalable Web Services,Closed Won,202297.65,2026-03-28,100,
OPP-00487,SF-00249,Syndicate 24/365 Models,Negotiation,262481.92,2026-03-28,75,Page consumer mean summer.
OPP-00488,SF-00250,Incubate Real-Time Niches,Proposal,387063.76,2026-03-28,50,Find happy power information.
OPP-00489,SF-00250,Redefine User-Centric Metrics,Closed Lost,369147.82,2026-03-28,0,
OPP-00490,SF-00250,Engage Rich Info-Mediaries,Qualification,55877.02,2026-03-28,25,Wife understand manager worry current health.
OPP-00491,SF-00251,Reinvent Out-Of-The-Box E-Services,Proposal,498556.48,2026-03-28,50,Likely sit international voice why throw.
OPP-00492,SF-00251,Synthesize Magnetic Supply-Chains,Closed Won,97605.5,2026-03-28,100,
OPP-00493,SF-00251,Visualize Enterprise Vortals,Proposal,195066.24,2026-03-28,50,Choice north animal appear bag material.
OPP-00494,SF-00252,Whiteboard Rich Initiatives,Negotiation,232879.86,2026-03-28,75,Important picture three plant just scene.
OPP-00495,SF-00253,Redefine Integrated Architectures,Qualification,283807.27,2026-03-28,25,Any almost sort together speech color debate.
OPP-00496,SF-00254,Optimize Global Vortals,Negotiation,68097.74,2026-03-28,75,Night light official there trip east.
OPP-00497,SF-00255,Re-Contextualize Leading-Edge Interfaces,Qualification,420596.87,2026-03-28,25,Decision staff person themselves leader.
OPP-00498,SF-00255,Morph Ubiquitous Web Services,Closed Won,286244.25,2026-03-28,100,
OPP-00499,SF-00255,Envisioneer Granular Web Services,Proposal,465131.37,2026-03-28,50,The although bill.
OPP-00500,SF-00256,Re-Contextualize Virtual Platforms,Qualification,41126.12,2026-03-28,25,Science ready result look science leg small modern.
OPP-00501,SF-00256,Maximize Efficient Systems,Closed Lost,213984.5,2026-03-28,0,
OPP-00502,SF-00257,Benchmark Global Bandwidth,Closed Lost,75785.84,2026-03-28,0,
OPP-00503,SF-00257,Incubate Sticky Info-Mediaries,Proposal,141521.38,2026-03-28,50,Ok green compare sense item watch a.
OPP-00504,SF-00257,Whiteboard Proactive Content,Closed Won,17625.62,2026-03-28,100,
OPP-00505,SF-00258,Expedite Sticky E-Markets,Proposal,451119.99,2026-03-28,50,Behavior avoid lose whom bill question task.
