tracking_id,shipping_ref,carrier_name,expected_date,delivery_date,status_code,weight_kg,destination_zip
TRK-Nj60494352,SH-gyF-777303,Jordan-Carter Logistics,09/18/2024,09/18/2024,4,36.9,33098
TRK-jF05611527,SH-JER-926154,"Johnson, Davies and Cortez Logistics",03/25/2025,03/26/2025,4,5.8,59714
TRK-DA38202640,SH-svu-124025,"Griffin, Brown and Lawrence Logistics",08/07/2024,08/06/2024,4,40.8,47003
TRK-SZ58039858,SH-VUc-054908,"Griffin, Brown and Lawrence Logistics",05/06/2024,05/06/2024,4,2.3,58131
TRK-fs20000234,SH-ODp-983976,Johnson-Griffin Logistics,08/18/2025,08/20/2025,4,48.2,27439
TRK-wg23535575,SH-nam-724616,Marshall Ltd Logistics,04/23/2025,04/24/2025,4,4.7,38625
TRK-Ma20338337,SH-bLf-438300,Woodard-Guzman Logistics,11/17/2025,11/16/2025,4,5.9,67314
TRK-VG46093675,SH-STr-949307,Marshall Ltd Logistics,12/04/2024,,5,28.0,89518
TRK-JA45769415,SH-Wyj-996546,Woodard-Guzman Logistics,06/25/2024,06/26/2024,4,37.7,61191
TRK-JX65111711,SH-Zyk-735189,"Griffin, Brown and Lawrence Logistics",04/13/2025,04/14/2025,4,26.3,10844
TRK-xv29871694,SH-kip-275600,"Johnson, Davies and Cortez Logistics",07/20/2024,07/20/2024,4,7.0,47756
TRK-kk48124432,SH-Cgl-340567,"Griffin, Brown and Lawrence Logistics",05/13/2024,05/13/2024,4,15.0,93682
TRK-Ly08775462,SH-HOk-589041,"Harris, Adams and Martin Logistics",12/29/2024,12/28/2024,4,31.4,78563
TRK-rj34721508,SH-BcT-805166,Woodard-Guzman Logistics,11/05/2025,11/05/2025,4,13.5,15017
TRK-ul45100973,SH-HJs-123927,"Johnson, Davies and Cortez Logistics",05/09/2025,05/08/2025,4,20.3,02401
TRK-Ea00633388,SH-Afu-909863,Kramer and Sons Logistics,04/06/2025,04/06/2025,4,2.5,08011
TRK-Jx07901319,SH-ajk-584442,Marshall Ltd Logistics,01/23/2025,01/23/2025,4,38.2,08577
TRK-DO45205618,SH-zmU-482488,"Griffin, Brown and Lawrence Logistics",11/23/2025,11/22/2025,4,36.9,88835
TRK-Ft41851954,SH-coe-737145,"Johnson, Davies and Cortez Logistics",05/30/2024,06/02/2024,4,7.0,51136
TRK-NH84733750,SH-OLZ-180266,"Harris, Adams and Martin Logistics",12/15/2025,12/16/2025,4,49.3,63233
TRK-kl10428832,SH-ayf-419396,Jordan-Carter Logistics,07/15/2024,07/15/2024,4,40.6,97263
TRK-tG74772033,SH-LZZ-718911,Kramer and Sons Logistics,04/29/2024,04/30/2024,4,20.0,97137
TRK-FB28991182,SH-AJJ-569247,Johnson-Griffin Logistics,07/07/2025,07/06/2025,4,3.5,82286
TRK-pb72246019,SH-fmW-103414,Johnson-Griffin Logistics,09/06/2024,09/08/2024,4,6.9,73913
TRK-Xj44709452,SH-vfS-118140,Woodard-Guzman Logistics,05/27/2024,05/29/2024,4,2.5,43219
TRK-kI36147684,SH-ttC-251790,"Johnson, Davies and Cortez Logistics",09/08/2025,09/07/2025,4,40.7,28607
TRK-po88830154,SH-ZyD-560940,Kramer and Sons Logistics,05/10/2024,05/11/2024,4,4.7,37786
TRK-Qk70524345,SH-mgq-878310,Jordan-Carter Logistics,06/25/2024,,6,9.0,90914
TRK-eX92786321,SH-DuQ-645722,Woodard-Guzman Logistics,01/04/2025,01/04/2025,4,20.8,67777
TRK-mq51339398,SH-onC-940740,Marshall Ltd Logistics,03/26/2026,03/27/2026,4,48.5,26630
TRK-nX78453748,SH-Mop-999870,Marshall Ltd Logistics,10/23/2024,10/23/2024,4,42.4,39325
TRK-gN48345996,SH-Ozt-369412,"Johnson, Davies and Cortez Logistics",06/29/2025,06/29/2025,4,13.8,41238
TRK-gd03873072,SH-woe-603267,"Harris, Adams and Martin Logistics",06/06/2024,06/05/2024,4,9.8,21718
TRK-Ex69894506,SH-fRc-805763,"Harris, Adams and Martin Logistics",09/11/2025,09/10/2025,4,21.8,42299
TRK-sn05768534,SH-Ygk-896546,"Griffin, Brown and Lawrence Logistics",06/17/2024,06/17/2024,4,18.7,39634
TRK-jw67488022,SH-rCs-606400,Woodard-Guzman Logistics,11/26/2024,,6,32.9,78888
TRK-WU62561476,SH-XOO-679486,"Johnson, Davies and Cortez Logistics",02/28/2026,03/01/2026,4,27.9,67944
TRK-Ex62498267,SH-aPp-484817,Marshall Ltd Logistics,04/26/2025,05/01/2025,4,11.9,28133
TRK-rz93930034,SH-WeC-100770,Kramer and Sons Logistics,01/31/2025,01/30/2025,4,18.1,36081
TRK-qD79114246,SH-mZm-375949,Kramer and Sons Logistics,03/11/2026,03/16/2026,4,34.7,82654
TRK-gH40005616,SH-gKT-781117,Kramer and Sons Logistics,02/25/2026,02/25/2026,4,24.7,38145
TRK-JG64870707,SH-ssf-490214,"Johnson, Davies and Cortez Logistics",04/10/2026,,5,38.7,75519
TRK-NB60852232,SH-ooQ-596743,Marshall Ltd Logistics,12/01/2025,12/02/2025,4,16.9,85950
TRK-zk23409104,SH-oKg-496552,Johnson-Griffin Logistics,08/09/2025,08/08/2025,4,22.8,27434
TRK-sp88506509,SH-Wdt-033530,"Johnson, Davies and Cortez Logistics",03/31/2025,04/01/2025,4,45.5,09151
TRK-wE06048693,SH-nUy-992665,Woodard-Guzman Logistics,07/09/2025,07/14/2025,4,35.4,24218
TRK-Ua34796469,SH-nKt-977317,Kramer and Sons Logistics,09/19/2025,09/24/2025,4,3.2,01122
TRK-gn94785991,SH-YVZ-248723,"Harris, Adams and Martin Logistics",10/26/2025,,3,44.3,51987
TRK-Pm96626093,SH-EQZ-865392,Woodard-Guzman Logistics,12/21/2024,12/20/2024,4,13.2,28706
TRK-CG17361237,SH-mYh-141349,Kramer and Sons Logistics,03/11/2025,03/10/2025,4,33.4,65075
TRK-KU46187224,SH-axx-796706,Woodard-Guzman Logistics,01/29/2026,02/01/2026,4,24.0,58726
TRK-mB95842382,SH-ihT-173579,Woodard-Guzman Logistics,05/25/2025,05/24/2025,4,39.8,44964
TRK-Rm67543005,SH-ztz-989354,"Griffin, Brown and Lawrence Logistics",09/03/2025,09/02/2025,4,49.0,50635
TRK-Ci85451297,SH-sQO-989701,"Harris, Adams and Martin Logistics",09/12/2024,09/15/2024,4,45.1,38879
TRK-uw83037597,SH-qQi-570393,"Harris, Adams and Martin Logistics",07/29/2025,,6,35.0,28427
TRK-qc41213291,SH-xui-186692,Jordan-Carter Logistics,12/22/2025,12/21/2025,4,6.4,28360
TRK-ev72291467,SH-dad-050926,"Johnson, Davies and Cortez Logistics",06/26/2025,,3,49.0,56837
TRK-pP58653469,SH-AeL-101561,Kramer and Sons Logistics,11/01/2025,11/04/2025,4,6.7,19796
TRK-Go89828136,SH-ifo-844981,"Harris, Adams and Martin Logistics",03/18/2025,03/17/2025,4,49.5,30312
TRK-xs65280847,SH-QyK-882384,Jordan-Carter Logistics,04/11/2024,04/11/2024,4,39.6,85077
TRK-Sk01726370,SH-edq-867233,Johnson-Griffin Logistics,07/09/2025,,3,25.5,61925
TRK-Nz31137495,SH-UAe-773655,Woodard-Guzman Logistics,04/30/2025,05/02/2025,4,24.6,52858
TRK-xL24324499,SH-bAn-218822,Jordan-Carter Logistics,06/29/2025,06/28/2025,4,49.8,52527
TRK-nY77616150,SH-eOO-864176,Marshall Ltd Logistics,10/20/2025,10/25/2025,4,41.1,15676
TRK-yD52197245,SH-SOB-023641,Marshall Ltd Logistics,09/17/2025,09/17/2025,4,29.1,84374
TRK-Ni10681508,SH-eAD-683599,Kramer and Sons Logistics,06/29/2025,06/29/2025,4,21.1,93122
TRK-Sg17890709,SH-TKU-032391,Kramer and Sons Logistics,02/17/2025,02/18/2025,4,19.0,50837
TRK-YZ04447461,SH-gly-528267,"Griffin, Brown and Lawrence Logistics",08/19/2024,08/22/2024,4,39.9,02969
TRK-BM82808102,SH-Kuk-379499,"Griffin, Brown and Lawrence Logistics",01/17/2026,01/16/2026,4,39.7,22673
TRK-VY66992950,SH-tRH-529644,"Johnson, Davies and Cortez Logistics",02/25/2026,02/25/2026,4,20.2,32123
TRK-sp98200284,SH-etY-686811,"Harris, Adams and Martin Logistics",03/19/2026,03/19/2026,4,34.5,10256
TRK-ro32047132,SH-uJF-640980,Kramer and Sons Logistics,09/14/2024,09/14/2024,4,9.8,79242
TRK-jC36364769,SH-SkX-555906,"Johnson, Davies and Cortez Logistics",03/30/2025,03/29/2025,4,10.7,03098
TRK-br60425612,SH-gSj-790259,"Griffin, Brown and Lawrence Logistics",04/05/2025,04/06/2025,4,47.9,65520
TRK-WW17697033,SH-zUb-721626,Woodard-Guzman Logistics,03/11/2026,03/14/2026,4,46.6,80538
TRK-kQ44540237,SH-Yal-358418,"Harris, Adams and Martin Logistics",09/18/2024,09/18/2024,4,30.8,25438
TRK-gM97282180,SH-XoU-599977,Johnson-Griffin Logistics,07/13/2025,07/16/2025,4,14.2,34272
TRK-Jh28978263,SH-uWw-939579,Johnson-Griffin Logistics,03/12/2025,03/11/2025,4,28.4,95829
TRK-PN52288204,SH-eER-247411,"Johnson, Davies and Cortez Logistics",05/30/2024,,3,25.3,62068
TRK-XH76380136,SH-jwz-670386,Marshall Ltd Logistics,09/14/2024,,6,10.2,34167
TRK-ik65841069,SH-JsU-761125,"Griffin, Brown and Lawrence Logistics",03/22/2026,03/27/2026,4,8.5,60489
TRK-dI64199119,SH-xzp-330080,Woodard-Guzman Logistics,12/17/2025,,5,47.0,58565
TRK-EU81371609,SH-iGD-829248,"Harris, Adams and Martin Logistics",05/02/2024,05/02/2024,4,38.7,30605
TRK-DG05114960,SH-mfk-210788,Johnson-Griffin Logistics,09/26/2024,09/26/2024,4,37.1,27311
TRK-TY61859597,SH-jla-365485,"Griffin, Brown and Lawrence Logistics",07/15/2025,07/14/2025,4,41.3,66156
TRK-jw21412749,SH-siI-019708,"Harris, Adams and Martin Logistics",03/18/2025,03/21/2025,4,38.4,93265
TRK-Tr71483050,SH-WnO-162796,"Johnson, Davies and Cortez Logistics",03/26/2025,03/26/2025,4,34.5,35633
TRK-VN56673941,SH-bxf-955510,Marshall Ltd Logistics,05/26/2024,,3,28.5,63618
TRK-fd70312727,SH-iBl-194842,"Johnson, Davies and Cortez Logistics",05/08/2024,05/08/2024,4,3.1,55093
TRK-jw79517871,SH-iip-003607,Jordan-Carter Logistics,09/05/2024,,6,4.3,68926
TRK-xy01007914,SH-RjO-283034,"Harris, Adams and Martin Logistics",12/02/2024,12/05/2024,4,5.7,50416
TRK-gx76845381,SH-XKj-753916,Woodard-Guzman Logistics,10/30/2024,10/30/2024,4,35.6,76573
TRK-gL57672101,SH-ohB-809166,Woodard-Guzman Logistics,12/25/2025,12/25/2025,4,11.9,56641
TRK-Yg20650987,SH-apn-696874,Woodard-Guzman Logistics,12/19/2025,12/19/2025,4,10.4,20773
TRK-qm88496405,SH-ygB-454410,Marshall Ltd Logistics,01/06/2026,,5,23.1,16707
TRK-TX50689464,SH-sYV-970084,Kramer and Sons Logistics,01/20/2025,01/19/2025,4,10.4,77392
TRK-Ai17731630,SH-tjL-015176,"Johnson, Davies and Cortez Logistics",12/13/2024,12/14/2024,4,48.7,58873
TRK-VS43292201,SH-ghw-280924,"Griffin, Brown and Lawrence Logistics",02/24/2026,02/23/2026,4,43.0,91457
TRK-VW45364512,SH-gUU-096996,"Johnson, Davies and Cortez Logistics",04/14/2024,04/14/2024,4,6.5,42485
TRK-hi43644489,SH-SpS-152552,"Griffin, Brown and Lawrence Logistics",10/31/2025,11/03/2025,4,1.1,38893
TRK-Qi78530209,SH-DPC-805883,"Harris, Adams and Martin Logistics",08/08/2024,08/11/2024,4,3.3,51727
TRK-at44976011,SH-zlv-354047,Marshall Ltd Logistics,07/16/2025,07/16/2025,4,7.3,55905
TRK-uV47202079,SH-hvX-395011,Woodard-Guzman Logistics,10/09/2025,10/11/2025,4,2.3,45055
TRK-Yl91498732,SH-Ilz-627788,"Griffin, Brown and Lawrence Logistics",04/14/2025,04/17/2025,4,25.0,80114
TRK-qV16520090,SH-pbq-174890,Johnson-Griffin Logistics,05/15/2024,05/15/2024,4,44.9,79395
TRK-yr07667042,SH-IBe-880971,"Johnson, Davies and Cortez Logistics",12/22/2024,12/22/2024,4,22.0,63025
TRK-Ob05680664,SH-SvS-422935,Johnson-Griffin Logistics,11/16/2025,11/18/2025,4,31.3,05795
TRK-sT21864236,SH-KAC-592055,Kramer and Sons Logistics,10/23/2025,10/24/2025,4,6.9,49114
TRK-wU56254226,SH-YCL-799113,Johnson-Griffin Logistics,12/02/2024,,3,29.2,03680
TRK-Pl63044167,SH-jCq-304576,Johnson-Griffin Logistics,11/19/2025,11/18/2025,4,30.4,68481
TRK-AP49453525,SH-wHK-116089,Johnson-Griffin Logistics,12/14/2024,,5,24.5,95711
TRK-GX10369162,SH-Xnm-015221,Jordan-Carter Logistics,03/15/2025,03/16/2025,4,5.3,72389
TRK-lL75086506,SH-mrD-896008,Marshall Ltd Logistics,01/09/2025,01/09/2025,4,22.9,67158
TRK-VV59232975,SH-NUo-128989,Woodard-Guzman Logistics,02/24/2025,02/23/2025,4,13.0,01785
TRK-pA29106974,SH-UKM-746113,"Harris, Adams and Martin Logistics",04/18/2024,04/18/2024,4,18.6,38714
TRK-AI96773159,SH-OvS-799271,"Griffin, Brown and Lawrence Logistics",10/18/2025,,3,11.6,26779
TRK-mh24082181,SH-HRw-033878,"Harris, Adams and Martin Logistics",01/22/2025,01/23/2025,4,28.4,42870
TRK-ZH15194742,SH-zGP-285898,"Johnson, Davies and Cortez Logistics",01/10/2026,01/15/2026,4,31.5,68392
TRK-UN10063939,SH-dTK-439763,Johnson-Griffin Logistics,06/28/2024,06/29/2024,4,15.5,22974
TRK-nq01277602,SH-NYU-379499,"Harris, Adams and Martin Logistics",04/19/2024,04/19/2024,4,32.2,99334
TRK-Ve31575945,SH-rhc-445744,Marshall Ltd Logistics,08/01/2025,,6,30.8,11577
TRK-ET34360607,SH-sPo-926265,"Griffin, Brown and Lawrence Logistics",03/17/2025,03/16/2025,4,42.0,84254
TRK-Bn13131437,SH-ZUq-759160,"Griffin, Brown and Lawrence Logistics",11/11/2024,11/12/2024,4,25.7,16954
TRK-lQ56337259,SH-OOT-983985,Kramer and Sons Logistics,10/13/2024,10/18/2024,4,43.3,52365
TRK-ao67503151,SH-GuC-079965,"Harris, Adams and Martin Logistics",01/01/2026,01/01/2026,4,41.3,04609
TRK-Dm07672000,SH-yEH-375681,Marshall Ltd Logistics,04/22/2025,04/21/2025,4,7.9,19058
TRK-Nv72342030,SH-CPQ-340730,"Griffin, Brown and Lawrence Logistics",11/23/2024,11/25/2024,4,10.3,84135
TRK-vS12474127,SH-QbP-776135,Jordan-Carter Logistics,08/22/2025,08/22/2025,4,23.1,35147
TRK-LG36542699,SH-kjm-788369,Woodard-Guzman Logistics,07/19/2025,07/20/2025,4,8.4,33339
TRK-NJ50837376,SH-ALL-854033,Kramer and Sons Logistics,09/10/2024,09/15/2024,4,40.2,74311
TRK-cg56092474,SH-fWi-285023,Kramer and Sons Logistics,06/28/2025,06/28/2025,4,44.9,03392
TRK-Gx04220215,SH-uSQ-653273,Johnson-Griffin Logistics,03/01/2026,02/28/2026,4,49.6,32100
TRK-Ny65443592,SH-MSd-149724,Jordan-Carter Logistics,09/18/2025,09/19/2025,4,11.9,47566
TRK-rg39764223,SH-vcL-771469,Jordan-Carter Logistics,10/16/2024,10/21/2024,4,42.2,88566
TRK-Re74397116,SH-jcc-555570,Marshall Ltd Logistics,10/02/2024,10/07/2024,4,2.5,14242
TRK-sn43393143,SH-ZEZ-644594,"Harris, Adams and Martin Logistics",06/05/2024,06/07/2024,4,1.9,77057
TRK-Am83885342,SH-fOj-218939,Johnson-Griffin Logistics,01/18/2025,01/18/2025,4,21.0,04932
TRK-Ua15779409,SH-gjk-065076,"Johnson, Davies and Cortez Logistics",04/02/2025,04/03/2025,4,3.9,43017
TRK-UL96903713,SH-sAJ-830564,Marshall Ltd Logistics,01/11/2026,01/12/2026,4,4.8,00820
TRK-Sm76838412,SH-ZvL-304555,Woodard-Guzman Logistics,09/01/2025,09/01/2025,4,2.6,53679
TRK-nJ11136979,SH-FFF-263560,Johnson-Griffin Logistics,12/08/2024,,3,47.9,03836
TRK-vA61901552,SH-mKU-433276,Johnson-Griffin Logistics,06/29/2025,07/02/2025,4,14.6,40494
TRK-wr98767488,SH-SVp-460082,Jordan-Carter Logistics,06/28/2025,06/28/2025,4,43.1,33641
TRK-Lw21317058,SH-jdK-269022,"Johnson, Davies and Cortez Logistics",01/18/2025,01/21/2025,4,32.7,29435
TRK-od66457762,SH-BPD-061790,"Griffin, Brown and Lawrence Logistics",03/04/2026,03/05/2026,4,49.6,49153
TRK-ea03051000,SH-nLn-151200,"Johnson, Davies and Cortez Logistics",05/01/2024,05/04/2024,4,15.6,95651
TRK-NA25325813,SH-khy-907697,"Griffin, Brown and Lawrence Logistics",10/11/2024,10/14/2024,4,23.6,25986
TRK-dO31776331,SH-VOe-183339,"Griffin, Brown and Lawrence Logistics",08/24/2024,08/25/2024,4,8.6,60757
TRK-Ka14683881,SH-avo-296921,Kramer and Sons Logistics,10/05/2025,10/05/2025,4,10.7,18104
TRK-Te54483062,SH-Jij-122600,"Harris, Adams and Martin Logistics",04/22/2024,04/23/2024,4,5.2,60935
TRK-eE39223065,SH-usN-774270,"Griffin, Brown and Lawrence Logistics",04/18/2025,04/18/2025,4,43.9,60540
TRK-HX92411703,SH-dzm-887282,"Harris, Adams and Martin Logistics",03/30/2025,04/04/2025,4,13.1,92740
TRK-WK48681747,SH-Jds-801269,Woodard-Guzman Logistics,08/03/2024,08/02/2024,4,12.6,91632
TRK-gK14525203,SH-VrF-658952,Johnson-Griffin Logistics,10/20/2024,10/25/2024,4,13.4,30387
TRK-PO41358188,SH-jSO-960647,Johnson-Griffin Logistics,02/07/2025,02/06/2025,4,34.2,06079
TRK-YS17647179,SH-JDS-525737,Jordan-Carter Logistics,10/13/2024,10/14/2024,4,9.1,82517
TRK-GP44059149,SH-aZS-788407,Jordan-Carter Logistics,10/13/2024,10/13/2024,4,2.1,64765
TRK-Ct35552232,SH-XdB-465777,"Johnson, Davies and Cortez Logistics",09/04/2025,09/04/2025,4,34.7,17513
TRK-dA53242232,SH-Itj-988972,"Harris, Adams and Martin Logistics",06/14/2024,06/17/2024,4,0.6,77724
TRK-cN06860085,SH-RUe-092826,Marshall Ltd Logistics,02/03/2025,02/04/2025,4,11.6,03213
TRK-RH30186202,SH-Bcv-053718,Johnson-Griffin Logistics,02/25/2025,,5,45.1,39177
TRK-JI18542811,SH-ytE-880316,"Griffin, Brown and Lawrence Logistics",09/17/2025,09/18/2025,4,26.6,59292
TRK-kz26992767,SH-Hmh-951279,"Harris, Adams and Martin Logistics",03/12/2026,03/14/2026,4,17.3,36009
TRK-uy94088369,SH-RRr-428535,"Griffin, Brown and Lawrence Logistics",01/17/2026,01/20/2026,4,7.0,29550
TRK-YK37144118,SH-JRq-019919,Jordan-Carter Logistics,01/29/2025,01/31/2025,4,22.8,43316
TRK-UT65930052,SH-SGX-870170,"Harris, Adams and Martin Logistics",05/22/2025,,3,31.3,29119
TRK-oT38443896,SH-EDP-671520,Marshall Ltd Logistics,09/18/2025,,5,23.3,28790
TRK-sw48141676,SH-oBJ-074043,Jordan-Carter Logistics,06/22/2024,06/22/2024,4,48.2,06413
TRK-CD78640977,SH-AfQ-796724,Marshall Ltd Logistics,06/04/2025,06/05/2025,4,12.9,61412
TRK-rq47142272,SH-REd-110900,Johnson-Griffin Logistics,05/20/2024,05/22/2024,4,21.0,77864
TRK-bG11982623,SH-xdj-785020,Johnson-Griffin Logistics,11/27/2025,11/27/2025,4,38.3,14818
TRK-En36594675,SH-lcf-497239,Kramer and Sons Logistics,12/21/2024,12/22/2024,4,26.0,80146
TRK-hq54092705,SH-ErP-297599,Woodard-Guzman Logistics,04/20/2024,04/19/2024,4,13.5,13435
TRK-Rd71613249,SH-VCV-539659,Marshall Ltd Logistics,03/11/2025,03/11/2025,4,18.0,51541
TRK-Rr90700242,SH-QPk-252694,"Harris, Adams and Martin Logistics",11/28/2024,12/03/2024,4,25.4,43112
TRK-Tz98947850,SH-Csc-164153,Johnson-Griffin Logistics,05/14/2024,05/17/2024,4,43.3,99748
TRK-To31586285,SH-XoC-513379,Johnson-Griffin Logistics,03/03/2026,03/02/2026,4,16.3,22418
TRK-BE33191644,SH-hVR-699768,"Harris, Adams and Martin Logistics",11/08/2025,11/13/2025,4,3.3,95121
TRK-cy76982924,SH-ZYD-085571,Woodard-Guzman Logistics,10/25/2025,10/25/2025,4,0.7,41768
TRK-pn42120285,SH-HGf-058496,Kramer and Sons Logistics,11/12/2024,11/17/2024,4,45.7,28947
TRK-vt80392442,SH-ZvG-990803,"Johnson, Davies and Cortez Logistics",11/07/2024,11/12/2024,4,47.0,84708
TRK-Jn66299978,SH-vbK-405744,Marshall Ltd Logistics,01/25/2025,,3,6.1,15003
TRK-Sa66224586,SH-Wpu-863245,"Johnson, Davies and Cortez Logistics",07/06/2025,07/05/2025,4,14.6,35867
TRK-RO88577840,SH-SdS-791111,"Harris, Adams and Martin Logistics",07/24/2024,07/25/2024,4,28.3,87988
TRK-MO88435110,SH-NJQ-184668,Kramer and Sons Logistics,04/22/2025,04/21/2025,4,37.8,78724
TRK-XF29598956,SH-wKA-593213,"Harris, Adams and Martin Logistics",04/11/2026,04/10/2026,4,34.3,96503
TRK-AB92270908,SH-aWc-307348,"Griffin, Brown and Lawrence Logistics",07/04/2024,07/05/2024,4,23.8,01057
TRK-Vl05407576,SH-FQi-264259,Marshall Ltd Logistics,01/21/2026,01/20/2026,4,1.6,63617
TRK-ki96112869,SH-EYJ-548298,Marshall Ltd Logistics,04/22/2024,,5,28.3,23581
TRK-FE20742925,SH-MUI-921474,Jordan-Carter Logistics,01/07/2026,01/06/2026,4,8.4,73158
TRK-Cs98276770,SH-pDg-460429,Johnson-Griffin Logistics,10/27/2024,10/26/2024,4,49.5,05931
TRK-Iu68174063,SH-BfD-847214,"Harris, Adams and Martin Logistics",03/26/2025,03/28/2025,4,13.8,96881
TRK-gW52452414,SH-NlB-580452,"Harris, Adams and Martin Logistics",08/17/2024,08/18/2024,4,25.9,84709
TRK-UA17705913,SH-LIH-698897,Jordan-Carter Logistics,03/09/2026,03/08/2026,4,34.4,16542
TRK-gg85620186,SH-qCW-754458,"Griffin, Brown and Lawrence Logistics",03/18/2025,03/18/2025,4,21.6,39419
TRK-wN51672626,SH-iUL-134019,Jordan-Carter Logistics,11/11/2024,11/13/2024,4,4.3,49672
TRK-ne16350232,SH-lSD-360596,Marshall Ltd Logistics,03/30/2026,03/30/2026,4,23.1,34740
TRK-rN22354801,SH-HMb-193463,Woodard-Guzman Logistics,12/14/2024,12/16/2024,4,3.1,53339
TRK-nH09144785,SH-pBU-484479,"Harris, Adams and Martin Logistics",06/26/2024,06/26/2024,4,7.4,02214
TRK-iJ57941133,SH-JZz-561156,Marshall Ltd Logistics,11/01/2025,11/02/2025,4,30.3,29436
TRK-Xe48410936,SH-vNq-230706,"Griffin, Brown and Lawrence Logistics",07/21/2024,07/23/2024,4,7.2,70877
TRK-vX48201856,SH-TiC-531602,Kramer and Sons Logistics,04/22/2025,04/22/2025,4,18.0,34078
TRK-VT53426257,SH-RlZ-433037,Jordan-Carter Logistics,07/22/2025,07/23/2025,4,42.5,00605
TRK-yy34628244,SH-tDw-718624,Marshall Ltd Logistics,07/30/2025,07/30/2025,4,36.1,71980
TRK-Vo31211369,SH-SaF-112138,"Griffin, Brown and Lawrence Logistics",02/03/2025,02/02/2025,4,10.0,16382
TRK-av42773491,SH-Aeu-287806,Marshall Ltd Logistics,05/18/2025,05/18/2025,4,20.6,32840
TRK-Yi42132997,SH-zyo-459858,Jordan-Carter Logistics,09/01/2025,09/02/2025,4,2.7,57064
TRK-Rv79346814,SH-OJR-541802,Woodard-Guzman Logistics,12/26/2024,,6,15.4,80495
TRK-oX31002298,SH-yBL-521288,Kramer and Sons Logistics,05/03/2025,05/05/2025,4,25.2,90530
TRK-po96065181,SH-HWt-594699,Kramer and Sons Logistics,05/20/2024,05/20/2024,4,13.5,68085
TRK-Vl22449244,SH-vjc-828470,"Harris, Adams and Martin Logistics",08/19/2024,08/19/2024,4,9.4,38131
TRK-pE91984636,SH-fYU-329887,"Harris, Adams and Martin Logistics",10/01/2024,10/02/2024,4,39.0,84071
TRK-Aj56261213,SH-yHB-232036,Marshall Ltd Logistics,10/15/2025,,6,27.2,82823
TRK-rE11786434,SH-BIS-277862,"Harris, Adams and Martin Logistics",03/28/2026,04/02/2026,4,44.9,97447
TRK-JD72879522,SH-Upj-728760,Marshall Ltd Logistics,12/22/2024,12/27/2024,4,31.8,29842
TRK-nY63792301,SH-fVa-778347,Johnson-Griffin Logistics,04/20/2024,04/23/2024,4,38.7,59804
TRK-wo68858222,SH-Epv-833455,Johnson-Griffin Logistics,02/09/2025,02/09/2025,4,13.2,37622
TRK-fp23644601,SH-vnv-277004,Jordan-Carter Logistics,08/19/2024,08/20/2024,4,1.6,82612
TRK-gi23502135,SH-oVO-973027,Marshall Ltd Logistics,05/04/2025,,5,22.3,40052
TRK-QA85990273,SH-tTk-228570,Marshall Ltd Logistics,08/10/2025,08/13/2025,4,43.6,59830
TRK-cy67086942,SH-AHM-025554,Kramer and Sons Logistics,11/04/2025,11/09/2025,4,2.8,71659
TRK-uo02828710,SH-ggA-397704,Woodard-Guzman Logistics,09/20/2025,09/20/2025,4,12.1,01178
TRK-Wf31653933,SH-OYs-881596,Marshall Ltd Logistics,03/22/2025,03/23/2025,4,19.5,23176
TRK-ml16913885,SH-Mat-738656,Kramer and Sons Logistics,01/27/2025,,5,35.5,99914
TRK-sF08884579,SH-nlT-484673,Jordan-Carter Logistics,03/21/2026,03/24/2026,4,13.0,07565
TRK-Zz67050068,SH-wID-124895,Marshall Ltd Logistics,08/21/2024,08/21/2024,4,21.1,91906
TRK-dA27375209,SH-uLL-062394,"Griffin, Brown and Lawrence Logistics",03/06/2025,03/09/2025,4,39.5,34333
TRK-dw13679754,SH-AbO-426407,Marshall Ltd Logistics,08/21/2025,08/22/2025,4,32.3,25780
TRK-rM19409679,SH-opK-530120,Marshall Ltd Logistics,05/18/2025,05/17/2025,4,20.6,86691
TRK-sm59368243,SH-jIo-138716,"Harris, Adams and Martin Logistics",04/18/2025,04/18/2025,4,8.1,14053
TRK-uB80213092,SH-IRb-905810,Jordan-Carter Logistics,02/20/2025,02/21/2025,4,35.7,57713
TRK-RB63174438,SH-uzD-533743,Johnson-Griffin Logistics,03/08/2026,03/09/2026,4,5.7,06499
TRK-Xx73031639,SH-uyx-772871,Kramer and Sons Logistics,04/24/2024,04/24/2024,4,28.1,77734
TRK-tI11899618,SH-vKv-579457,Kramer and Sons Logistics,08/01/2025,08/01/2025,4,20.5,25983
TRK-mc32793078,SH-SOy-550553,Marshall Ltd Logistics,06/27/2025,06/27/2025,4,4.9,07043
TRK-jk66533567,SH-seJ-171485,Johnson-Griffin Logistics,07/25/2024,07/25/2024,4,7.7,38669
TRK-qd38398892,SH-ZdD-525252,Johnson-Griffin Logistics,09/21/2024,09/21/2024,4,25.1,75254
TRK-wn11160914,SH-geN-882165,Johnson-Griffin Logistics,01/20/2026,01/22/2026,4,35.5,02114
TRK-uo99654317,SH-Tsu-214574,Johnson-Griffin Logistics,07/11/2025,07/11/2025,4,34.5,92550
TRK-cU05776985,SH-qDm-302769,"Johnson, Davies and Cortez Logistics",07/28/2024,07/30/2024,4,14.8,86096
